"","x"
"32002",1
"32003",1
"32004",1
"32005",1
"32006",1
"32007",1
"32008",1
"32009",1
"32010",1
"32011",1
"32012",1
"32013",1
"32014",1
"32015",1
"32016",1
"32017",1
"32018",1
"32019",1
"32020",1
"32021",1
"32022",1
"32023",1
"32024",1
"32025",1
"32026",1
"32027",1
"32028",1
"32029",1
"32030",1
"32031",1
"32032",1
"32033",1
"32034",1
"32035",1
"32036",1
"32037",1
"32038",1
"32039",1
"32040",1
"32041",1
"32042",1
"32043",1
"32044",1
"32045",1
"32046",1
"32047",1
"32048",1
"32049",1
"32050",1
"32051",1
"32052",1
"32053",1
"32054",1
"32055",1
"32056",1
"32057",1
"32058",1
"32059",1
"32060",1
"32061",1
"32062",1
"32063",1
"32064",1
"32065",1
"32066",1
"32067",1
"32068",1
"32069",1
"32070",1
"32071",1
"32072",1
"32073",1
"32074",1
"32075",1
"32076",1
"32077",1
"32078",1
"32079",1
"32080",1
"32081",1
"32082",1
"32083",1
"32084",1
"32085",1
"32086",1
"32087",1
"32088",1
"32089",1
"32090",1
"32091",1
"32092",1
"32093",1
"32094",1
"32095",1
"32096",1
"32097",1
"32098",1
"32099",1
"32100",1
"32101",1
"32102",1
"32103",1
"32104",1
"32105",1
"32106",1
"32107",1
"32108",1
"32109",1
"32110",1
"32111",1
"32112",1
"32113",1
"32114",1
"32115",1
"32116",1
"32117",1
"32118",1
"32119",1
"32120",1
"32121",1
"32122",1
"32123",1
"32124",1
"32125",1
"32126",1
"32127",1
"32128",1
"32129",1
"32130",1
"32131",1
"32132",1
"32133",1
"32134",1
"32135",1
"32136",1
"32137",1
"32138",1
"32139",1
"32140",1
"32141",1
"32142",1
"32143",1
"32144",1
"32145",1
"32146",1
"32147",1
"32148",1
"32149",1
"32150",1
"32151",1
"32152",1
"32153",1
"32154",1
"32155",1
"32156",1
"32157",1
"32158",1
"32159",1
"32160",1
"32161",1
"32162",1
"32163",1
"32164",1
"32165",1
"32166",1
"32167",1
"32168",1
"32169",1
"32170",1
"32171",1
"32172",1
"32173",1
"32174",1
"32175",1
"32176",1
"32177",1
"32178",1
"32179",1
"32180",1
"32181",1
"32182",1
"32183",1
"32184",1
"32185",1
"32186",1
"32187",1
"32188",1
"32189",1
"32190",1
"32191",1
"32192",1
"32193",1
"32194",1
"32195",1
"32196",1
"32197",1
"32198",1
"32199",1
"32200",1
"32201",1
"32202",1
"32203",1
"32204",1
"32205",1
"32206",1
"32207",1
"32208",1
"32209",1
"32210",1
"32211",1
"32212",1
"32213",1
"32214",1
"32215",1
"32216",1
"32217",1
"32218",1
"32219",1
"32220",1
"32221",1
"32222",1
"32223",1
"32224",1
"32225",1
"32226",1
"32227",1
"32228",1
"32229",1
"32230",1
"32231",1
"32232",1
"32233",1
"32234",1
"32235",1
"32236",1
"32237",1
"32238",1
"32239",1
"32240",1
"32241",1
"32242",1
"32243",1
"32244",1
"32245",1
"32246",1
"32247",1
"32248",1
"32249",1
"32250",1
"32251",1
"32252",1
"32253",1
"32254",1
"32255",1
"32256",1
"32257",1
"32258",1
"32259",1
"32260",1
"32261",1
"32262",1
"32263",1
"32264",1
"32265",1
"32266",1
"32267",1
"32268",1
"32269",1
"32270",1
"32271",1
"32272",1
"32273",1
"32274",1
"32275",1
"32276",1
"32277",1
"32278",1
"32279",1
"32280",1
"32281",1
"32282",1
"32283",1
"32284",1
"32285",1
"32286",1
"32287",1
"32288",1
"32289",1
"32290",1
"32291",1
"32292",1
"32293",1
"32294",1
"32295",1
"32296",1
"32297",1
"32298",1
"32299",1
"32300",1
"32301",1
"32302",1
"32303",1
"32304",1
"32305",1
"32306",1
"32307",1
"32308",1
"32309",1
"32310",1
"32311",1
"32312",1
"32313",1
"32314",1
"32315",1
"32316",1
"32317",1
"32318",1
"32319",1
"32320",1
"32321",1
"32322",1
"32323",1
"32324",1
"32325",1
"32326",1
"32327",1
"32328",1
"32329",1
"32330",1
"32331",1
"32332",1
"32333",1
"32334",1
"32335",1
"32336",1
"32337",1
"32338",1
"32339",1
"32340",1
"32341",1
"32342",1
"32343",1
"32344",1
"32345",1
"32346",1
"32347",1
"32348",1
"32349",1
"32350",1
"32351",1
"32352",1
"32353",1
"32354",1
"32355",1
"32356",1
"32357",1
"32358",1
"32359",1
"32360",1
"32361",1
"32362",1
"32363",1
"32364",1
"32365",1
"32366",1
"32367",1
"32368",1
"32369",1
"32370",1
"32371",1
"32372",1
"32373",1
"32374",1
"32375",1
"32376",1
"32377",1
"32378",1
"32379",1
"32380",1
"32381",1
"32382",1
"32383",1
"32384",1
"32385",1
"32386",1
"32387",1
"32388",1
"32389",1
"32390",1
"32391",1
"32392",1
"32393",1
"32394",1
"32395",1
"32396",1
"32397",1
"32398",1
"32399",1
"32400",1
"32401",1
"32402",1
"32403",1
"32404",1
"32405",1
"32406",1
"32407",1
"32408",1
"32409",1
"32410",1
"32411",1
"32412",1
"32413",1
"32414",1
"32415",1
"32416",1
"32417",1
"32418",1
"32419",1
"32420",1
"32421",1
"32422",1
"32423",1
"32424",1
"32425",1
"32426",1
"32427",1
"32428",1
"32429",1
"32430",1
"32431",1
"32432",1
"32433",1
"32434",0
"32435",0
"32436",0
"32437",0
"32438",0
"32439",0
"32440",0
"32441",0
"32442",0
"32443",0
"32444",0
"32445",0
"32446",0
"32447",0
"32448",0
"32449",0
"32450",0
"32451",0
"32452",0
"32453",0
"32454",0
"32455",0
"32456",0
"32457",0
"32458",0
"32459",0
"32460",0
"32461",0
"32462",0
"32463",0
"32464",0
"32465",0
"32466",0
"32467",0
"32468",0
"32469",0
"32470",0
"32471",0
"32472",0
"32473",0
"32474",0
"32475",0
"32476",0
"32477",0
"32478",0
"32479",0
"32480",0
"32481",0
"32482",0
"32483",0
"32484",0
"32485",0
"32486",0
"32487",0
"32488",0
"32489",0
"32490",0
"32491",0
"32492",0
"32493",0
"32494",0
"32495",0
"32496",0
"32497",0
"32498",0
"32499",0
"32500",0
"32501",0
"32502",0
"32503",0
"32504",0
"32505",0
"32506",0
"32507",0
"32508",0
"32509",0
"32510",0
"32511",0
"32512",0
"32513",0
"32514",0
"32515",0
"32516",0
"32517",0
"32518",0
"32519",0
"32520",0
"32521",0
"32522",0
"32523",0
"32524",0
"32525",0
"32526",0
"32527",0
"32528",0
"32529",0
"32530",0
"32531",0
"32532",0
"32533",0
"32534",0
"32535",0
"32536",0
"32537",0
"32538",0
"32539",0
"32540",0
"32541",0
"32542",0
"32543",0
"32544",0
"32545",0
"32546",0
"32547",0
"32548",0
"32549",0
"32550",0
"32551",0
"32552",0
"32553",0
"32554",0
"32555",0
"32556",0
"32557",0
"32558",0
"32559",0
"32560",0
"32561",0
"32562",0
"32563",0
"32564",0
"32565",0
"32566",0
"32567",0
"32568",0
"32569",0
"32570",0
"32571",0
"32572",0
"32573",0
"32574",0
"32575",0
"32576",0
"32577",0
"32578",0
"32579",0
"32580",0
"32581",0
"32582",0
"32583",0
"32584",0
"32585",0
"32586",0
"32587",0
"32588",0
"32589",0
"32590",0
"32591",0
"32592",0
"32593",0
"32594",0
"32595",0
"32596",0
"32597",0
"32598",0
"32599",0
"32600",0
"32601",0
"32602",0
"32603",0
"32604",0
"32605",0
"32606",0
"32607",0
"32608",0
"32609",0
"32610",0
"32611",0
"32612",0
"32613",0
"32614",0
"32615",0
"32616",0
"32617",0
"32618",0
"32619",0
"32620",0
"32621",0
"32622",0
"32623",0
"32624",0
"32625",0
"32626",0
"32627",0
"32628",0
"32629",0
"32630",0
"32631",0
"32632",0
"32633",0
"32634",0
"32635",0
"32636",0
"32637",0
"32638",0
"32639",0
"32640",0
"32641",0
"32642",0
"32643",0
"32644",0
"32645",0
"32646",0
"32647",0
"32648",0
"32649",0
"32650",0
"32651",0
"32652",0
"32653",0
"32654",0
"32655",0
"32656",0
"32657",0
"32658",0
"32659",0
"32660",0
"32661",0
"32662",0
"32663",0
"32664",0
"32665",0
"32666",0
"32667",0
"32668",0
"32669",0
"32670",0
"32671",0
"32672",0
"32673",0
"32674",0
"32675",0
"32676",0
"32677",0
"32678",0
"32679",0
"32680",0
"32681",0
"32682",0
"32683",0
"32684",0
"32685",0
"32686",0
"32687",0
"32688",0
"32689",0
"32690",0
"32691",0
"32692",0
"32693",0
"32694",0
"32695",0
"32696",0
"32697",0
"32698",0
"32699",0
"32700",0
"32701",0
"32702",0
"32703",0
"32704",0
"32705",0
"32706",0
"32707",0
"32708",0
"32709",0
"32710",0
"32711",0
"32712",0
"32713",0
"32714",0
"32715",0
"32716",0
"32717",0
"32718",0
"32719",0
"32720",0
"32721",0
"32722",0
"32723",0
"32724",0
"32725",0
"32726",0
"32727",0
"32728",0
"32729",0
"32730",0
"32731",0
"32732",0
"32733",0
"32734",0
"32735",0
"32736",0
"32737",0
"32738",0
"32739",0
"32740",0
"32741",0
"32742",0
"32743",0
"32744",0
"32745",0
"32746",0
"32747",0
"32748",0
"32749",0
"32750",0
"32751",0
"32752",0
"32753",0
"32754",0
"32755",0
"32756",0
"32757",0
"32758",0
"32759",0
"32760",0
"32761",0
"32762",0
"32763",0
"32764",0
"32765",0
"32766",0
"32767",0
"32768",0
"32769",0
"32770",0
"32771",0
"32772",0
"32773",0
"32774",0
"32775",0
"32776",0
"32777",0
"32778",0
"32779",0
"32780",0
"32781",0
"32782",0
"32783",0
"32784",0
"32785",0
"32786",0
"32787",0
"32788",0
"32789",0
"32790",0
"32791",0
"32792",0
"32793",0
"32794",0
"32795",0
"32796",0
"32797",0
"32798",0
"32799",0
"32800",0
"32801",0
"32802",0
"32803",0
"32804",0
"32805",0
"32806",0
"32807",0
"32808",0
"32809",0
"32810",0
"32811",0
"32812",0
"32813",0
"32814",0
"32815",0
"32816",0
"32817",0
"32818",0
"32819",0
"32820",0
"32821",0
"32822",0
"32823",0
"32824",0
"32825",0
"32826",0
"32827",0
"32828",0
"32829",0
"32830",0
"32831",0
"32832",0
"32833",0
"32834",0
"32835",0
"32836",0
"32837",0
"32838",0
"32839",0
"32840",0
"32841",0
"32842",0
"32843",0
"32844",0
"32845",0
"32846",0
"32847",0
"32848",0
"32849",0
"32850",0
"32851",0
"32852",0
"32853",0
"32854",0
"32855",0
"32856",0
"32857",0
"32858",0
"32859",0
"32860",0
"32861",0
"32862",0
"32863",0
"32864",0
"32865",0
"32866",0
"32867",0
"32868",0
"32869",0
"32870",0
"32871",0
"32872",0
"32873",0
"32874",0
"32875",0
"32876",0
"32877",0
"32878",0
"32879",0
"32880",0
"32881",0
"32882",0
"32883",0
"32884",0
"32885",0
"32886",0
"32887",0
"32888",0
"32889",0
"32890",0
"32891",0
"32892",0
"32893",0
"32894",0
"32895",0
"32896",0
"32897",0
"32898",0
"32899",0
"32900",0
"32901",0
"32902",0
"32903",0
"32904",0
"32905",0
"32906",0
"32907",0
"32908",0
"32909",0
"32910",0
"32911",0
"32912",0
"32913",0
"32914",0
"32915",0
"32916",0
"32917",0
"32918",0
"32919",0
"32920",0
"32921",0
"32922",0
"32923",0
"32924",0
"32925",0
"32926",0
"32927",0
"32928",0
"32929",0
"32930",0
"32931",0
"32932",0
"32933",0
"32934",0
"32935",0
"32936",0
"32937",0
"32938",0
"32939",0
"32940",0
"32941",0
"32942",0
"32943",0
"32944",0
"32945",0
"32946",0
"32947",0
"32948",0
"32949",0
"32950",0
"32951",0
"32952",0
"32953",0
"32954",0
"32955",0
"32956",0
"32957",0
"32958",0
"32959",0
"32960",0
"32961",0
"32962",0
"32963",0
"32964",0
"32965",0
"32966",0
"32967",0
"32968",0
"32969",0
"32970",0
"32971",0
"32972",0
"32973",0
"32974",0
"32975",0
"32976",0
"32977",0
"32978",0
"32979",0
"32980",0
"32981",0
"32982",0
"32983",0
"32984",0
"32985",0
"32986",0
"32987",0
"32988",0
"32989",0
"32990",0
"32991",0
"32992",0
"32993",0
"32994",0
"32995",0
"32996",0
"32997",0
"32998",0
"32999",0
"33000",0
"33001",1
"33002",1
"33003",1
"33004",1
"33005",1
"33006",1
"33007",1
"33008",1
"33009",1
"33010",1
"33011",1
"33012",1
"33013",1
"33014",1
"33015",1
"33016",1
"33017",1
"33018",1
"33019",1
"33020",1
"33021",1
"33022",1
"33023",1
"33024",1
"33025",1
"33026",1
"33027",1
"33028",1
"33029",1
"33030",1
"33031",1
"33032",1
"33033",1
"33034",1
"33035",1
"33036",1
"33037",1
"33038",1
"33039",1
"33040",1
"33041",1
"33042",1
"33043",1
"33044",1
"33045",1
"33046",1
"33047",1
"33048",1
"33049",1
"33050",1
"33051",1
"33052",1
"33053",1
"33054",1
"33055",1
"33056",1
"33057",1
"33058",1
"33059",1
"33060",1
"33061",1
"33062",1
"33063",1
"33064",1
"33065",1
"33066",1
"33067",1
"33068",1
"33069",1
"33070",1
"33071",1
"33072",1
"33073",1
"33074",1
"33075",1
"33076",1
"33077",1
"33078",1
"33079",1
"33080",1
"33081",1
"33082",1
"33083",1
"33084",1
"33085",1
"33086",1
"33087",1
"33088",1
"33089",1
"33090",1
"33091",1
"33092",1
"33093",1
"33094",1
"33095",1
"33096",1
"33097",1
"33098",1
"33099",1
"33100",1
"33101",1
"33102",1
"33103",1
"33104",1
"33105",1
"33106",1
"33107",1
"33108",1
"33109",1
"33110",1
"33111",1
"33112",1
"33113",1
"33114",1
"33115",1
"33116",1
"33117",1
"33118",1
"33119",1
"33120",1
"33121",1
"33122",1
"33123",1
"33124",1
"33125",1
"33126",1
"33127",1
"33128",1
"33129",1
"33130",1
"33131",1
"33132",1
"33133",1
"33134",1
"33135",1
"33136",1
"33137",1
"33138",1
"33139",1
"33140",1
"33141",1
"33142",1
"33143",1
"33144",1
"33145",1
"33146",1
"33147",1
"33148",1
"33149",1
"33150",1
"33151",1
"33152",1
"33153",1
"33154",1
"33155",1
"33156",1
"33157",1
"33158",1
"33159",1
"33160",1
"33161",1
"33162",1
"33163",1
"33164",1
"33165",1
"33166",1
"33167",1
"33168",1
"33169",1
"33170",1
"33171",1
"33172",1
"33173",1
"33174",1
"33175",1
"33176",1
"33177",1
"33178",1
"33179",1
"33180",1
"33181",1
"33182",1
"33183",1
"33184",1
"33185",1
"33186",1
"33187",1
"33188",1
"33189",1
"33190",1
"33191",1
"33192",1
"33193",1
"33194",1
"33195",1
"33196",1
"33197",1
"33198",1
"33199",1
"33200",1
"33201",1
"33202",1
"33203",1
"33204",1
"33205",1
"33206",1
"33207",1
"33208",1
"33209",1
"33210",1
"33211",1
"33212",1
"33213",1
"33214",1
"33215",1
"33216",1
"33217",1
"33218",1
"33219",1
"33220",1
"33221",1
"33222",1
"33223",1
"33224",1
"33225",1
"33226",1
"33227",1
"33228",1
"33229",1
"33230",1
"33231",1
"33232",1
"33233",1
"33234",1
"33235",1
"33236",1
"33237",1
"33238",1
"33239",1
"33240",1
"33241",1
"33242",1
"33243",1
"33244",1
"33245",1
"33246",1
"33247",1
"33248",1
"33249",1
"33250",1
"33251",1
"33252",1
"33253",1
"33254",1
"33255",1
"33256",1
"33257",1
"33258",1
"33259",1
"33260",1
"33261",1
"33262",1
"33263",1
"33264",1
"33265",1
"33266",1
"33267",1
"33268",1
"33269",1
"33270",1
"33271",1
"33272",1
"33273",1
"33274",1
"33275",1
"33276",1
"33277",1
"33278",1
"33279",1
"33280",1
"33281",1
"33282",1
"33283",1
"33284",1
"33285",1
"33286",1
"33287",1
"33288",1
"33289",1
"33290",1
"33291",1
"33292",1
"33293",1
"33294",1
"33295",1
"33296",1
"33297",1
"33298",1
"33299",1
"33300",1
"33301",1
"33302",1
"33303",1
"33304",1
"33305",1
"33306",1
"33307",1
"33308",1
"33309",1
"33310",1
"33311",1
"33312",1
"33313",1
"33314",1
"33315",1
"33316",1
"33317",1
"33318",1
"33319",1
"33320",1
"33321",1
"33322",1
"33323",1
"33324",1
"33325",1
"33326",1
"33327",1
"33328",1
"33329",1
"33330",1
"33331",1
"33332",1
"33333",1
"33334",1
"33335",1
"33336",1
"33337",1
"33338",1
"33339",1
"33340",1
"33341",1
"33342",1
"33343",1
"33344",1
"33345",1
"33346",1
"33347",1
"33348",1
"33349",1
"33350",1
"33351",1
"33352",1
"33353",1
"33354",1
"33355",1
"33356",1
"33357",1
"33358",1
"33359",1
"33360",1
"33361",1
"33362",1
"33363",1
"33364",1
"33365",1
"33366",1
"33367",1
"33368",1
"33369",1
"33370",1
"33371",1
"33372",1
"33373",1
"33374",1
"33375",1
"33376",1
"33377",1
"33378",1
"33379",1
"33380",1
"33381",1
"33382",1
"33383",1
"33384",1
"33385",1
"33386",1
"33387",1
"33388",1
"33389",1
"33390",1
"33391",1
"33392",1
"33393",1
"33394",1
"33395",1
"33396",1
"33397",1
"33398",1
"33399",1
"33400",1
"33401",1
"33402",1
"33403",1
"33404",1
"33405",1
"33406",1
"33407",1
"33408",1
"33409",1
"33410",1
"33411",1
"33412",1
"33413",1
"33414",1
"33415",1
"33416",1
"33417",1
"33418",1
"33419",1
"33420",1
"33421",1
"33422",1
"33423",1
"33424",1
"33425",1
"33426",1
"33427",1
"33428",1
"33429",1
"33430",1
"33431",1
"33432",1
"33433",1
"33434",0
"33435",0
"33436",0
"33437",0
"33438",0
"33439",0
"33440",0
"33441",0
"33442",0
"33443",0
"33444",0
"33445",0
"33446",0
"33447",0
"33448",0
"33449",0
"33450",0
"33451",0
"33452",0
"33453",0
"33454",0
"33455",0
"33456",0
"33457",0
"33458",0
"33459",0
"33460",0
"33461",0
"33462",0
"33463",0
"33464",0
"33465",0
"33466",0
"33467",0
"33468",0
"33469",0
"33470",0
"33471",0
"33472",0
"33473",0
"33474",0
"33475",0
"33476",0
"33477",0
"33478",0
"33479",0
"33480",0
"33481",0
"33482",0
"33483",0
"33484",0
"33485",0
"33486",0
"33487",0
"33488",0
"33489",0
"33490",0
"33491",0
"33492",0
"33493",0
"33494",0
"33495",0
"33496",0
"33497",0
"33498",0
"33499",0
"33500",0
"33501",0
"33502",0
"33503",0
"33504",0
"33505",0
"33506",0
"33507",0
"33508",0
"33509",0
"33510",0
"33511",0
"33512",0
"33513",0
"33514",0
"33515",0
"33516",0
"33517",0
"33518",0
"33519",0
"33520",0
"33521",0
"33522",0
"33523",0
"33524",0
"33525",0
"33526",0
"33527",0
"33528",0
"33529",0
"33530",0
"33531",0
"33532",0
"33533",0
"33534",0
"33535",0
"33536",0
"33537",0
"33538",0
"33539",0
"33540",0
"33541",0
"33542",0
"33543",0
"33544",0
"33545",0
"33546",0
"33547",0
"33548",0
"33549",0
"33550",0
"33551",0
"33552",0
"33553",0
"33554",0
"33555",0
"33556",0
"33557",0
"33558",0
"33559",0
"33560",0
"33561",0
"33562",0
"33563",0
"33564",0
"33565",0
"33566",0
"33567",0
"33568",0
"33569",0
"33570",0
"33571",0
"33572",0
"33573",0
"33574",0
"33575",0
"33576",0
"33577",0
"33578",0
"33579",0
"33580",0
"33581",0
"33582",0
"33583",0
"33584",0
"33585",0
"33586",0
"33587",0
"33588",0
"33589",0
"33590",0
"33591",0
"33592",0
"33593",0
"33594",0
"33595",0
"33596",0
"33597",0
"33598",0
"33599",0
"33600",0
"33601",0
"33602",0
"33603",0
"33604",0
"33605",0
"33606",0
"33607",0
"33608",0
"33609",0
"33610",0
"33611",0
"33612",0
"33613",0
"33614",0
"33615",0
"33616",0
"33617",0
"33618",0
"33619",0
"33620",0
"33621",0
"33622",0
"33623",0
"33624",0
"33625",0
"33626",0
"33627",0
"33628",0
"33629",0
"33630",0
"33631",0
"33632",0
"33633",0
"33634",0
"33635",0
"33636",0
"33637",0
"33638",0
"33639",0
"33640",0
"33641",0
"33642",0
"33643",0
"33644",0
"33645",0
"33646",0
"33647",0
"33648",0
"33649",0
"33650",0
"33651",0
"33652",0
"33653",0
"33654",0
"33655",0
"33656",0
"33657",0
"33658",0
"33659",0
"33660",0
"33661",0
"33662",0
"33663",0
"33664",0
"33665",0
"33666",0
"33667",0
"33668",0
"33669",0
"33670",0
"33671",0
"33672",0
"33673",0
"33674",0
"33675",0
"33676",0
"33677",0
"33678",0
"33679",0
"33680",0
"33681",0
"33682",0
"33683",0
"33684",0
"33685",0
"33686",0
"33687",0
"33688",0
"33689",0
"33690",0
"33691",0
"33692",0
"33693",0
"33694",0
"33695",0
"33696",0
"33697",0
"33698",0
"33699",0
"33700",0
"33701",0
"33702",0
"33703",0
"33704",0
"33705",0
"33706",0
"33707",0
"33708",0
"33709",0
"33710",0
"33711",0
"33712",0
"33713",0
"33714",0
"33715",0
"33716",0
"33717",0
"33718",0
"33719",0
"33720",0
"33721",0
"33722",0
"33723",0
"33724",0
"33725",0
"33726",0
"33727",0
"33728",0
"33729",0
"33730",0
"33731",0
"33732",0
"33733",0
"33734",0
"33735",0
"33736",0
"33737",0
"33738",0
"33739",0
"33740",0
"33741",0
"33742",0
"33743",0
"33744",0
"33745",0
"33746",0
"33747",0
"33748",0
"33749",0
"33750",0
"33751",0
"33752",0
"33753",0
"33754",0
"33755",0
"33756",0
"33757",0
"33758",0
"33759",0
"33760",0
"33761",0
"33762",0
"33763",0
"33764",0
"33765",0
"33766",0
"33767",0
"33768",0
"33769",0
"33770",0
"33771",0
"33772",0
"33773",0
"33774",0
"33775",0
"33776",0
"33777",0
"33778",0
"33779",0
"33780",0
"33781",0
"33782",0
"33783",0
"33784",0
"33785",0
"33786",0
"33787",0
"33788",0
"33789",0
"33790",0
"33791",0
"33792",0
"33793",0
"33794",0
"33795",0
"33796",0
"33797",0
"33798",0
"33799",0
"33800",0
"33801",0
"33802",0
"33803",0
"33804",0
"33805",0
"33806",0
"33807",0
"33808",0
"33809",0
"33810",0
"33811",0
"33812",0
"33813",0
"33814",0
"33815",0
"33816",0
"33817",0
"33818",0
"33819",0
"33820",0
"33821",0
"33822",0
"33823",0
"33824",0
"33825",0
"33826",0
"33827",0
"33828",0
"33829",0
"33830",0
"33831",0
"33832",0
"33833",0
"33834",0
"33835",0
"33836",0
"33837",0
"33838",0
"33839",0
"33840",0
"33841",0
"33842",0
"33843",0
"33844",0
"33845",0
"33846",0
"33847",0
"33848",0
"33849",0
"33850",0
"33851",0
"33852",0
"33853",0
"33854",0
"33855",0
"33856",0
"33857",0
"33858",0
"33859",0
"33860",0
"33861",0
"33862",0
"33863",0
"33864",0
"33865",0
"33866",0
"33867",0
"33868",0
"33869",0
"33870",0
"33871",0
"33872",0
"33873",0
"33874",0
"33875",0
"33876",0
"33877",0
"33878",0
"33879",0
"33880",0
"33881",0
"33882",0
"33883",0
"33884",0
"33885",0
"33886",0
"33887",0
"33888",0
"33889",0
"33890",0
"33891",0
"33892",0
"33893",0
"33894",0
"33895",0
"33896",0
"33897",0
"33898",0
"33899",0
"33900",0
"33901",0
"33902",0
"33903",0
"33904",0
"33905",0
"33906",0
"33907",0
"33908",0
"33909",0
"33910",0
"33911",0
"33912",0
"33913",0
"33914",0
"33915",0
"33916",0
"33917",0
"33918",0
"33919",0
"33920",0
"33921",0
"33922",0
"33923",0
"33924",0
"33925",0
"33926",0
"33927",0
"33928",0
"33929",0
"33930",0
"33931",0
"33932",0
"33933",0
"33934",0
"33935",0
"33936",0
"33937",0
"33938",0
"33939",0
"33940",0
"33941",0
"33942",0
"33943",0
"33944",0
"33945",0
"33946",0
"33947",0
"33948",0
"33949",0
"33950",0
"33951",0
"33952",0
"33953",0
"33954",0
"33955",0
"33956",0
"33957",0
"33958",0
"33959",0
"33960",0
"33961",0
"33962",0
"33963",0
"33964",0
"33965",0
"33966",0
"33967",0
"33968",0
"33969",0
"33970",0
"33971",0
"33972",0
"33973",0
"33974",0
"33975",0
"33976",0
"33977",0
"33978",0
"33979",0
"33980",0
"33981",0
"33982",0
"33983",0
"33984",0
"33985",0
"33986",0
"33987",0
"33988",0
"33989",0
"33990",0
"33991",0
"33992",0
"33993",0
"33994",0
"33995",0
"33996",0
"33997",0
"33998",0
"33999",0
"34000",0
"34001",1
"34002",1
"34003",1
"34004",1
"34005",1
"34006",1
"34007",1
"34008",1
"34009",1
"34010",1
"34011",1
"34012",1
"34013",1
"34014",1
"34015",1
"34016",1
"34017",1
"34018",1
"34019",1
"34020",1
"34021",1
"34022",1
"34023",1
"34024",1
"34025",1
"34026",1
"34027",1
"34028",1
"34029",1
"34030",1
"34031",1
"34032",1
"34033",1
"34034",1
"34035",1
"34036",1
"34037",1
"34038",1
"34039",1
"34040",1
"34041",1
"34042",1
"34043",1
"34044",1
"34045",1
"34046",1
"34047",1
"34048",1
"34049",1
"34050",1
"34051",1
"34052",1
"34053",1
"34054",1
"34055",1
"34056",1
"34057",1
"34058",1
"34059",1
"34060",1
"34061",1
"34062",1
"34063",1
"34064",1
"34065",1
"34066",1
"34067",1
"34068",1
"34069",1
"34070",1
"34071",1
"34072",1
"34073",1
"34074",1
"34075",1
"34076",1
"34077",1
"34078",1
"34079",1
"34080",1
"34081",1
"34082",1
"34083",1
"34084",1
"34085",1
"34086",1
"34087",1
"34088",1
"34089",1
"34090",1
"34091",1
"34092",1
"34093",1
"34094",1
"34095",1
"34096",1
"34097",1
"34098",1
"34099",1
"34100",1
"34101",1
"34102",1
"34103",1
"34104",1
"34105",1
"34106",1
"34107",1
"34108",1
"34109",1
"34110",1
"34111",1
"34112",1
"34113",1
"34114",1
"34115",1
"34116",1
"34117",1
"34118",1
"34119",1
"34120",1
"34121",1
"34122",1
"34123",1
"34124",1
"34125",1
"34126",1
"34127",1
"34128",1
"34129",1
"34130",1
"34131",1
"34132",1
"34133",1
"34134",1
"34135",1
"34136",1
"34137",1
"34138",1
"34139",1
"34140",1
"34141",1
"34142",1
"34143",1
"34144",1
"34145",1
"34146",1
"34147",1
"34148",1
"34149",1
"34150",1
"34151",1
"34152",1
"34153",1
"34154",1
"34155",1
"34156",1
"34157",1
"34158",1
"34159",1
"34160",1
"34161",1
"34162",1
"34163",1
"34164",1
"34165",1
"34166",1
"34167",1
"34168",1
"34169",1
"34170",1
"34171",1
"34172",1
"34173",1
"34174",1
"34175",1
"34176",1
"34177",1
"34178",1
"34179",1
"34180",1
"34181",1
"34182",1
"34183",1
"34184",1
"34185",1
"34186",1
"34187",1
"34188",1
"34189",1
"34190",1
"34191",1
"34192",1
"34193",1
"34194",1
"34195",1
"34196",1
"34197",1
"34198",1
"34199",1
"34200",1
"34201",1
"34202",1
"34203",1
"34204",1
"34205",1
"34206",1
"34207",1
"34208",1
"34209",1
"34210",1
"34211",1
"34212",1
"34213",1
"34214",1
"34215",1
"34216",1
"34217",1
"34218",1
"34219",1
"34220",1
"34221",1
"34222",1
"34223",1
"34224",1
"34225",1
"34226",1
"34227",1
"34228",1
"34229",1
"34230",1
"34231",1
"34232",1
"34233",1
"34234",1
"34235",1
"34236",1
"34237",1
"34238",1
"34239",1
"34240",1
"34241",1
"34242",1
"34243",1
"34244",1
"34245",1
"34246",1
"34247",1
"34248",1
"34249",1
"34250",1
"34251",1
"34252",1
"34253",1
"34254",1
"34255",1
"34256",1
"34257",1
"34258",1
"34259",1
"34260",1
"34261",1
"34262",1
"34263",1
"34264",1
"34265",1
"34266",1
"34267",1
"34268",1
"34269",1
"34270",1
"34271",1
"34272",1
"34273",1
"34274",1
"34275",1
"34276",1
"34277",1
"34278",1
"34279",1
"34280",1
"34281",1
"34282",1
"34283",1
"34284",1
"34285",1
"34286",1
"34287",1
"34288",1
"34289",1
"34290",1
"34291",1
"34292",1
"34293",1
"34294",1
"34295",1
"34296",1
"34297",1
"34298",1
"34299",1
"34300",1
"34301",1
"34302",1
"34303",1
"34304",1
"34305",1
"34306",1
"34307",1
"34308",1
"34309",1
"34310",1
"34311",1
"34312",1
"34313",1
"34314",1
"34315",1
"34316",1
"34317",1
"34318",1
"34319",1
"34320",1
"34321",1
"34322",1
"34323",1
"34324",1
"34325",1
"34326",1
"34327",1
"34328",1
"34329",1
"34330",1
"34331",1
"34332",1
"34333",1
